ID,Well,Cq,Site,Date,Year,Region,Island,Locale,Chondria_cover,Category,Lat,Long,X,Y,Depth_m,Visual_presence,Plate,Threshold,E,SQ.E
CT663,A3,0,OA14,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.293116,-157.858853,-17572767.13,2426864.055,5,NA,7,1261,1.805,NA
CT664,A4,0,OA14,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.293116,-157.858853,-17572767.13,2426864.055,5,NA,7,1261,1.805,NA
CT665,A5,0,OA14,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.293116,-157.858853,-17572767.13,2426864.055,5,NA,7,1261,1.805,NA
CT666,A6,0,OA14,10/17/2022,2022,Oʻahu,Oʻahu,Kewalo Basin,0,NA,21.293116,-157.858853,-17572767.13,2426864.055,5,NA,7,1261,1.805,NA
CT667,A7,0,OA10,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.302482,-157.869673,-17573971.61,2427983.098,1,NA,7,1261,1.805,NA
CT668,A8,0,OA10,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.302482,-157.869673,-17573971.61,2427983.098,1,NA,7,1261,1.805,NA
CT669,A9,0,OA10,10/13/2022,2022,Oʻahu,Oʻahu,Kou,0,NA,21.302482,-157.869673,-17573971.61,2427983.098,1,NA,7,1261,1.805,NA
CT670,A10,0,OA02,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.359793,-157.958856,-17583899.42,2434832.132,2.4,NA,7,1261,1.805,NA
CT671,A11,0,OA02,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.359793,-157.958856,-17583899.42,2434832.132,2.4,NA,7,1261,1.805,NA
CT672,A12,0,OA02,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.359793,-157.958856,-17583899.42,2434832.132,2.4,NA,7,1261,1.805,NA
CT673,B1,0,OA02,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.359793,-157.958856,-17583899.42,2434832.132,2.4,NA,7,1261,1.805,NA
CT674,B2,0,OA02,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.359793,-157.958856,-17583899.42,2434832.132,2.4,NA,7,1261,1.805,NA
CT675,B3,0,OA02,10/19/2022,2022,Oʻahu,Oʻahu,Puʻuloa,0,NA,21.359793,-157.958856,-17583899.42,2434832.132,2.4,NA,7,1261,1.805,NA
CT676,B4,0,OA06,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.444034,-157.809659,-17567290.88,2444904.341,1.8,NA,7,1261,1.805,NA
CT677,B5,0,OA06,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.444034,-157.809659,-17567290.88,2444904.341,1.8,NA,7,1261,1.805,NA
CT678,B6,0,OA06,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.444034,-157.809659,-17567290.88,2444904.341,1.8,NA,7,1261,1.805,NA
CT679,B7,0,OA06,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.444034,-157.809659,-17567290.88,2444904.341,1.8,NA,7,1261,1.805,NA
CT680,B8,0,OA06,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.444034,-157.809659,-17567290.88,2444904.341,1.8,NA,7,1261,1.805,NA
CT681,B9,0,OA06,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.444034,-157.809659,-17567290.88,2444904.341,1.8,NA,7,1261,1.805,NA
CT682,B10,0,OA07,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.444101,-157.810017,-17567330.73,2444912.354,3,NA,7,1261,1.805,NA
CT683,B11,0,OA07,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.444101,-157.810017,-17567330.73,2444912.354,3,NA,7,1261,1.805,NA
CT684,B12,0,OA07,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.444101,-157.810017,-17567330.73,2444912.354,3,NA,7,1261,1.805,NA
CT685,C1,0,OA07,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.444101,-157.810017,-17567330.73,2444912.354,3,NA,7,1261,1.805,NA
CT686,C2,0,OA07,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.444101,-157.810017,-17567330.73,2444912.354,3,NA,7,1261,1.805,NA
CT687,C3,0,OA07,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.444101,-157.810017,-17567330.73,2444912.354,3,NA,7,1261,1.805,NA
CT688,C4,0,OA08,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.44322,-157.809822,-17567309.03,2444806.988,2,NA,7,1261,1.805,NA
CT689,C5,0,OA08,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.44322,-157.809822,-17567309.03,2444806.988,2,NA,7,1261,1.805,NA
CT690,C6,0,OA08,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.44322,-157.809822,-17567309.03,2444806.988,2,NA,7,1261,1.805,NA
CT691,C7,0,OA08,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.44322,-157.809822,-17567309.03,2444806.988,2,NA,7,1261,1.805,NA
CT692,C8,0,OA08,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.44322,-157.809822,-17567309.03,2444806.988,2,NA,7,1261,1.805,NA
CT693,C9,0,OA08,11/3/2022,2022,Oʻahu,Oʻahu,Heʻeia Kea,0,NA,21.44322,-157.809822,-17567309.03,2444806.988,2,NA,7,1261,1.805,NA
