TargetName,HUGOSymbol,TargetGroup,AnalyteType,CodeClass,ProbePool,MinCount,MaxCount,MedianCount,GeomeanCount,NumberOfProbesIncluded,NumberOfProbesTotal,GeneID
TSHZ2,TSHZ2,All Targets,RNA,Endogenous,1,1,37,8,6.677433284,1,1,128553
IRAK1BP1,IRAK1BP1,All Targets,RNA,Endogenous,1,1,41,10,7.730094702,1,1,134728
B4GALNT2,B4GALNT2,All Targets,RNA,Endogenous,1,1,34,6,5.728767274,1,1,124872
CAMKV,CAMKV,All Targets,RNA,Endogenous,1,1,29,6,5.388166171,1,1,79012
CDH5,CDH5,All Targets,RNA,Endogenous,1,1,34,5,5.252113614,1,1,1003
CFAP92,CFAP92,All Targets,RNA,Endogenous,1,1,19,6,5.193622858,1,1,57501
BDH1,BDH1,All Targets,RNA,Endogenous,1,1,30,9,6.934586082,1,1,622
LARP4B,LARP4B,All Targets,RNA,Endogenous,1,1,59,13,9.920772194,1,1,23185
NPRL2,NPRL2,All Targets,RNA,Endogenous,1,1,33,7,6.057364666,1,1,10641
CNIH1,CNIH1,All Targets,RNA,Endogenous,1,1,73,16,12.84736153,1,1,10175
CDKL3,CDKL3,All Targets,RNA,Endogenous,1,1,50,11,9.3401017,1,1,51265
FMNL2,FMNL2,All Targets,RNA,Endogenous,1,1,35,10,8.08922734,1,1,114793
TESMIN,TESMIN,All Targets,RNA,Endogenous,1,1,24,7,5.786527626,1,1,9633
ANKRD1,ANKRD1,All Targets,RNA,Endogenous,1,1,26,6,5.266037263,1,1,27063
EVA1B,EVA1B,All Targets,RNA,Endogenous,1,1,67,17,14.50677224,1,1,55194
CLIP2,CLIP2,All Targets,RNA,Endogenous,1,1,56,11,9.772326425,1,1,7461
MTMR7,MTMR7,All Targets,RNA,Endogenous,1,1,36,6,4.592330237,1,1,9108
BTLA,BTLA,All Targets,RNA,Endogenous,1,1,96,9,8.999345143,1,1,151888
RPL13,RPL13,All Targets,RNA,Endogenous,1,10,755,138,123.1465819,1,1,6137
HOXD9,HOXD9,All Targets,RNA,Endogenous,1,1,30,8,6.763108829,1,1,3235
ZNF250,ZNF250,All Targets,RNA,Endogenous,1,1,24,8,6.921127723,1,1,58500
ABCB4,ABCB4,All Targets,RNA,Endogenous,1,1,29,7,6.072106361,1,1,5244
MSRB1,MSRB1,All Targets,RNA,Endogenous,1,1,54,12,9.736735018,1,1,51734
NMNAT1,NMNAT1,All Targets,RNA,Endogenous,1,1,48,13,11.1948133,1,1,64802
CPLANE1,CPLANE1,All Targets,RNA,Endogenous,1,1,56,15,11.95564894,1,1,65250
USHBP1,USHBP1,All Targets,RNA,Endogenous,1,1,54,13,11.49681613,1,1,83878
FABP5,"FABP5P3,FABP5",All Targets,RNA,Endogenous,1,1,259,32,30.92877467,1,1,2171
LRTM1,LRTM1,All Targets,RNA,Endogenous,1,1,26,6,5.665328051,1,1,57408
SYT15,"LOC102724488,SYT15",All Targets,RNA,Endogenous,1,1,61,13,11.35736251,1,1,83849
IRS4,IRS4,All Targets,RNA,Endogenous,1,1,12,3,2.637956554,1,1,8471
CEP104,CEP104,All Targets,RNA,Endogenous,1,1,31,7,6.311326112,1,1,9731
RTBDN,RTBDN,All Targets,RNA,Endogenous,1,1,37,11,8.412002271,1,1,83546
KCNMB2,KCNMB2,All Targets,RNA,Endogenous,1,1,26,6,5.952846459,1,1,10242
RASSF6,RASSF6,All Targets,RNA,Endogenous,1,1,45,9,8.022651298,1,1,166824
RGS11,RGS11,All Targets,RNA,Endogenous,1,1,11,3,2.915539776,1,1,8786
CHN1,CHN1,All Targets,RNA,Endogenous,1,1,26,6,5.238980503,1,1,1123
TSGA13,TSGA13,All Targets,RNA,Endogenous,1,1,17,5,4.106943118,1,1,114960
H2AC21,H2AC21,All Targets,RNA,Endogenous,1,1,296,29,31.24347273,1,1,317772
INCA1,INCA1,All Targets,RNA,Endogenous,1,1,94,10,8.574109077,1,1,388324
ARID3A,ARID3A,All Targets,RNA,Endogenous,1,1,38,8,6.971517402,1,1,1820
NT5DC2,NT5DC2,All Targets,RNA,Endogenous,1,1,40,9,8.634048917,1,1,64943
STARD8,STARD8,All Targets,RNA,Endogenous,1,1,32,5,4.322954125,1,1,9754
MROH2A,MROH2A,All Targets,RNA,Endogenous,1,1,34,7,5.970325526,1,1,339766
TSGA10,TSGA10,All Targets,RNA,Endogenous,1,1,32,8,6.942361351,1,1,80705
FGD4,FGD4,All Targets,RNA,Endogenous,1,1,32,8,6.837186216,1,1,121512
RXRA,RXRA,All Targets,RNA,Endogenous,1,1,62,12,10.84714134,1,1,6256
IL20RB,IL20RB,All Targets,RNA,Endogenous,1,1,17,5,4.190823477,1,1,53833
ST3GAL1,ST3GAL1,All Targets,RNA,Endogenous,1,1,67,17,14.00266797,1,1,6482
POU5F1,"POU5F1B,POU5F1,POU5F1P5",All Targets,RNA,Endogenous,1,2,123,31,26.2032128,1,1,5460
SART1,SART1,All Targets,RNA,Endogenous,1,1,76,14,12.47886463,1,1,9092
MUC1,MUC1,All Targets,RNA,Endogenous,1,1,631,13,17.29053875,1,1,4582
ACTL9,ACTL9,All Targets,RNA,Endogenous,1,1,48,10,8.536856378,1,1,284382
CD300C,CD300C,All Targets,RNA,Endogenous,1,1,36,6,5.946399977,1,1,10871
EFNA2,EFNA2,All Targets,RNA,Endogenous,1,1,38,9,8.834961854,1,1,1943
PNPLA5,PNPLA5,All Targets,RNA,Endogenous,1,1,47,10,8.678276788,1,1,150379
MEGF11,MEGF11,All Targets,RNA,Endogenous,1,1,37,7,6.104230218,1,1,84465
KRTAP19-5,KRTAP19-5,All Targets,RNA,Endogenous,1,1,32,6,5.449701381,1,1,337972
NLRP3,NLRP3,All Targets,RNA,Endogenous,1,1,29,5,4.80109934,1,1,114548
DFFA,DFFA,All Targets,RNA,Endogenous,1,1,54,10,9.448080226,1,1,1676
EXOC3L1,EXOC3L1,All Targets,RNA,Endogenous,1,1,46,7,6.125884304,1,1,283849
NEIL2,NEIL2,All Targets,RNA,Endogenous,1,1,45,10,8.784389979,1,1,252969
GFPT1,GFPT1,All Targets,RNA,Endogenous,1,1,105,18,16.50739913,1,1,2673
CLCN4,CLCN4,All Targets,RNA,Endogenous,1,1,28,7,6.256428532,1,1,1183
PROSER3,PROSER3,All Targets,RNA,Endogenous,1,1,48,12,10.17632785,1,1,148137
PPEF2,PPEF2,All Targets,RNA,Endogenous,1,1,31,6,5.202019696,1,1,5470
HLA-DOA,HLA-DOA,All Targets,RNA,Endogenous,1,1,181,17,16.74978563,1,1,3111
SHISAL1,SHISAL1,All Targets,RNA,Endogenous,1,1,23,5,4.834123105,1,1,85352
UGT2B11,"UGT2B28,UGT2B11",All Targets,RNA,Endogenous,1,1,65,14,12.82745774,1,1,10720
TARBP2,TARBP2,All Targets,RNA,Endogenous,1,1,50,12,10.23167035,1,1,6895
GABRQ,GABRQ,All Targets,RNA,Endogenous,1,1,28,5,4.726086277,1,1,55879
CEACAM5,CEACAM5,All Targets,RNA,Endogenous,1,1,43,9,8.00705785,1,1,1048
KCNH5,KCNH5,All Targets,RNA,Endogenous,1,1,35,6,5.362542416,1,1,27133
CCDC59,CCDC59,All Targets,RNA,Endogenous,1,1,79,20,15.81155461,1,1,29080
PLEKHG4,PLEKHG4,All Targets,RNA,Endogenous,1,1,77,17,16.23848861,1,1,25894
CDC34,CDC34,All Targets,RNA,Endogenous,1,1,38,8,6.563763143,1,1,997
PIBF1,PIBF1,All Targets,RNA,Endogenous,1,1,48,9,8.040629149,1,1,10464
FCGRT,FCGRT,All Targets,RNA,Endogenous,1,1,115,9,9.11640544,1,1,2217
DNALI1,DNALI1,All Targets,RNA,Endogenous,1,1,35,9,7.694103222,1,1,7802
OR5M8,OR5M8,All Targets,RNA,Endogenous,1,1,26,6,4.59938359,1,1,219484
HMOX1,HMOX1,All Targets,RNA,Endogenous,1,1,52,9,8.820937847,1,1,3162
C1QL4,C1QL4,All Targets,RNA,Endogenous,1,1,29,7,5.688800004,1,1,338761
CT47B1,CT47B1,All Targets,RNA,Endogenous,1,1,85,18,16.28721436,1,1,643311
TADA3,TADA3,All Targets,RNA,Endogenous,1,1,64,14,12.9110817,1,1,10474
PPAN,PPAN,All Targets,RNA,Endogenous,1,1,48,10,8.346030758,1,1,56342
CYP4B1,CYP4B1,All Targets,RNA,Endogenous,1,1,30,8,6.806242941,1,1,1580
ARRDC4,ARRDC4,All Targets,RNA,Endogenous,1,1,77,10,8.176494689,1,1,91947
NAA30,NAA30,All Targets,RNA,Endogenous,1,1,62,13,11.00791144,1,1,122830
IL19,IL19,All Targets,RNA,Endogenous,1,1,30,7,5.472625543,1,1,29949
TMEM255B,TMEM255B,All Targets,RNA,Endogenous,1,1,58,12,10.52034677,1,1,348013
DAPP1,DAPP1,All Targets,RNA,Endogenous,1,1,54,12,10.19470368,1,1,27071
AKT3,AKT3,All Targets,RNA,Endogenous,1,1,66,9,9.038992105,1,1,10000
FCSK,FCSK,All Targets,RNA,Endogenous,1,1,36,7,6.197591737,1,1,197258
CANT1,CANT1,All Targets,RNA,Endogenous,1,1,90,21,17.29507993,1,1,124583
KIRREL3,KIRREL3,All Targets,RNA,Endogenous,1,1,30,6,5.49343013,1,1,84623
MAGED4,"MAGED4B,MAGED4",All Targets,RNA,Endogenous,1,1,53,9,8.003060892,1,1,728239
TMEM51,TMEM51,All Targets,RNA,Endogenous,1,1,86,12,10.87864887,1,1,55092
FAM71B,FAM71B,All Targets,RNA,Endogenous,1,1,33,7,6.498906155,1,1,153745
IL34,IL34,All Targets,RNA,Endogenous,1,1,15,6,4.544247456,1,1,146433
NBPF15,"NBPF15,LOC105371312,NBPF8",All Targets,RNA,Endogenous,1,4,354,90,72.8395242,1,1,284565
OR4D2,OR4D2,All Targets,RNA,Endogenous,1,1,35,6,5.560902996,1,1,124538
NODAL,NODAL,All Targets,RNA,Endogenous,1,1,28,5,4.755953263,1,1,4838
LCNL1,LCNL1,All Targets,RNA,Endogenous,1,1,21,5,4.512382069,1,1,401562
GPR135,GPR135,All Targets,RNA,Endogenous,1,1,30,7,6.084852063,1,1,64582
TNRC18,TNRC18,All Targets,RNA,Endogenous,1,1,106,20,14.78206331,1,1,84629
SPATA17,SPATA17,All Targets,RNA,Endogenous,1,1,28,7,6.692688777,1,1,128153
TBCE,TBCE,All Targets,RNA,Endogenous,1,1,47,12,8.968242238,1,1,6905
WAS,WAS,All Targets,RNA,Endogenous,1,2,209,15,18.05808567,1,1,7454
UBE2J1,UBE2J1,All Targets,RNA,Endogenous,1,1,82,17,14.55541605,1,1,51465
PIANP,PIANP,All Targets,RNA,Endogenous,1,1,96,17,14.98397481,1,1,196500
LILRB3,"LOC102725035,LILRB5,LILRB3,LILRB2,LILRB1,LILRP2,LOC107987462,LILRA6,LOC107987425,LILRA3,LILRA1",All Targets,RNA,Endogenous,1,1,61,10,8.77387597,1,1,11025
H2BC4,H2BC4,All Targets,RNA,Endogenous,1,2,465,62,57.25475234,1,1,8347
FHOD3,FHOD3,All Targets,RNA,Endogenous,1,1,26,4,4.015918726,1,1,80206
GJB1,GJB1,All Targets,RNA,Endogenous,1,1,108,12,11.38619681,1,1,2705
WDTC1,WDTC1,All Targets,RNA,Endogenous,1,1,61,15,13.25456229,1,1,23038
PTPRH,PTPRH,All Targets,RNA,Endogenous,1,1,40,5,5.350262881,1,1,5794
DIAPH2,DIAPH2,All Targets,RNA,Endogenous,1,1,60,16,14.11790356,1,1,1730
OR1A1,OR1A1,All Targets,RNA,Endogenous,1,1,35,9,6.984268307,1,1,8383
SLC23A1,SLC23A1,All Targets,RNA,Endogenous,1,1,34,5,4.430793325,1,1,9963
LCMT2,LCMT2,All Targets,RNA,Endogenous,1,1,51,10,8.666303453,1,1,9836
SLC30A8,SLC30A8,All Targets,RNA,Endogenous,1,1,23,6,5.060901233,1,1,169026
CDH24,CDH24,All Targets,RNA,Endogenous,1,1,38,8,6.307711495,1,1,64403
GJC2,GJC2,All Targets,RNA,Endogenous,1,2,168,32,29.89593331,1,1,57165
KCNG2,KCNG2,All Targets,RNA,Endogenous,1,1,45,10,7.918816037,1,1,26251
ATP1B4,ATP1B4,All Targets,RNA,Endogenous,1,1,31,5,4.67101896,1,1,23439
TMEM38B,TMEM38B,All Targets,RNA,Endogenous,1,1,16,4,3.477947323,1,1,55151
C1QL2,C1QL2,All Targets,RNA,Endogenous,1,1,77,14,12.53827653,1,1,165257
SOCS3,SOCS3,All Targets,RNA,Endogenous,1,1,79,11,9.530170254,1,1,9021
TMEM179B,TMEM179B,All Targets,RNA,Endogenous,1,1,65,15,13.95882412,1,1,374395
ZFP62,ZFP62,All Targets,RNA,Endogenous,1,1,33,9,7.762817876,1,1,643836
MEGF6,MEGF6,All Targets,RNA,Endogenous,1,1,31,6,5.329025292,1,1,1953
HOXB9,HOXB9,All Targets,RNA,Endogenous,1,1,28,5,4.262156043,1,1,3219
DENND5A,DENND5A,All Targets,RNA,Endogenous,1,1,33,6,5.342077842,1,1,23258
MIER1,MIER1,All Targets,RNA,Endogenous,1,2,119,20,19.50585822,1,1,57708
UNC79,UNC79,All Targets,RNA,Endogenous,1,1,33,7,6.110560209,1,1,57578
VGLL2,VGLL2,All Targets,RNA,Endogenous,1,1,20,5,4.335411153,1,1,245806
MYO3A,MYO3A,All Targets,RNA,Endogenous,1,1,18,4,3.92801849,1,1,53904
HPCA,HPCA,All Targets,RNA,Endogenous,1,1,41,8,7.527416933,1,1,3208
ZNF766,ZNF766,All Targets,RNA,Endogenous,1,1,49,11,8.50212167,1,1,90321
RIT2,RIT2,All Targets,RNA,Endogenous,1,1,23,5,4.463034796,1,1,6014
ZNF703,ZNF703,All Targets,RNA,Endogenous,1,1,54,9,8.053931155,1,1,80139
ISLR,ISLR,All Targets,RNA,Endogenous,1,1,37,6,4.740871879,1,1,3671
RETREG3,RETREG3,All Targets,RNA,Endogenous,1,1,51,11,9.345487144,1,1,162427
ADRB1,ADRB1,All Targets,RNA,Endogenous,1,1,26,7,6.156939291,1,1,153
CCN2,CCN2,All Targets,RNA,Endogenous,1,4,299,39,41.07299675,1,1,1490
ABCC10,ABCC10,All Targets,RNA,Endogenous,1,1,55,13,10.00742537,1,1,89845
SLC8B1,SLC8B1,All Targets,RNA,Endogenous,1,1,57,12,10.59110488,1,1,80024
SRSF4,SRSF4,All Targets,RNA,Endogenous,1,1,105,22,19.16357151,1,1,6429
MRTFB,MRTFB,All Targets,RNA,Endogenous,1,1,81,18,14.65479201,1,1,57496
OR10G6,OR10G6,All Targets,RNA,Endogenous,1,1,23,4,3.412003318,1,1,79490
CNPY1,CNPY1,All Targets,RNA,Endogenous,1,1,23,5,4.391157413,1,1,285888
ZNF550,ZNF550,All Targets,RNA,Endogenous,1,1,50,7,5.890997529,1,1,162972
SUCNR1,SUCNR1,All Targets,RNA,Endogenous,1,1,35,6,5.181962021,1,1,56670
DLAT,DLAT,All Targets,RNA,Endogenous,1,1,69,15,11.65266181,1,1,1737
HSPA1L,HSPA1L,All Targets,RNA,Endogenous,1,1,39,8,6.756374276,1,1,3305
TRAPPC13,TRAPPC13,All Targets,RNA,Endogenous,1,1,39,8,7.308753664,1,1,80006
SERPINB4,SERPINB4,All Targets,RNA,Endogenous,1,1,20,5,3.898005657,1,1,6318
VSTM2A,VSTM2A,All Targets,RNA,Endogenous,1,1,14,3,2.851219993,1,1,222008
SMIM43,SMIM43,All Targets,RNA,Endogenous,1,1,28,5,4.272279773,1,1,132332
ST14,ST14,All Targets,RNA,Endogenous,1,1,216,9,14.19695803,1,1,6768
TAFA5,TAFA5,All Targets,RNA,Endogenous,1,1,30,8,6.451612636,1,1,25817
TRA2B,TRA2B,All Targets,RNA,Endogenous,1,1,215,32,30.06278274,1,1,6434
TRIM42,TRIM42,All Targets,RNA,Endogenous,1,1,32,6,5.344811183,1,1,287015
RAB28,RAB28,All Targets,RNA,Endogenous,1,1,75,14,11.97038451,1,1,9364
FSTL5,FSTL5,All Targets,RNA,Endogenous,1,1,32,7,6.092955885,1,1,56884
COA5,COA5,All Targets,RNA,Endogenous,1,1,57,14,12.52218655,1,1,493753
SLC7A14,SLC7A14,All Targets,RNA,Endogenous,1,1,33,6,5.162107428,1,1,57709
KRTAP3-1,KRTAP3-1,All Targets,RNA,Endogenous,1,1,30,5,4.640579901,1,1,83896
SHROOM1,SHROOM1,All Targets,RNA,Endogenous,1,1,44,14,10.25098214,1,1,134549
ANXA5,ANXA5,All Targets,RNA,Endogenous,1,1,238,47,31.912848,1,1,308
GPC2,GPC2,All Targets,RNA,Endogenous,1,1,21,5,3.81480869,1,1,221914
PTGES3L,PTGES3L,All Targets,RNA,Endogenous,1,1,22,6,5.294667608,1,1,100885848
ELANE,ELANE,All Targets,RNA,Endogenous,1,1,21,4,3.849500189,1,1,1991
ZSCAN31,ZSCAN31,All Targets,RNA,Endogenous,1,1,18,5,4.175650537,1,1,64288
RAB11FIP5,RAB11FIP5,All Targets,RNA,Endogenous,1,1,72,17,13.66752236,1,1,26056
SPANXN2,SPANXN2,All Targets,RNA,Endogenous,1,1,31,5,4.186951013,1,1,494119
ELOVL2,ELOVL2,All Targets,RNA,Endogenous,1,1,32,7,6.642373163,1,1,54898
TINAGL1,TINAGL1,All Targets,RNA,Endogenous,1,1,75,6,7.142534351,1,1,64129
LACTBL1,LACTBL1,All Targets,RNA,Endogenous,1,1,38,7,6.131551594,1,1,646262
VAV1,VAV1,All Targets,RNA,Endogenous,1,1,118,15,13.1485401,1,1,7409
PPM1K,PPM1K,All Targets,RNA,Endogenous,1,1,55,11,8.894625623,1,1,152926
SUPT5H,SUPT5H,All Targets,RNA,Endogenous,1,1,95,26,20.48576454,1,1,6829
YIPF1,YIPF1,All Targets,RNA,Endogenous,1,1,51,11,9.812089201,1,1,54432
TGM6,TGM6,All Targets,RNA,Endogenous,1,1,25,6,5.769224562,1,1,343641
SNTG1,SNTG1,All Targets,RNA,Endogenous,1,1,47,11,8.501347209,1,1,54212
LAMC3,LAMC3,All Targets,RNA,Endogenous,1,1,34,7,5.931627712,1,1,10319
DLEU7,DLEU7,All Targets,RNA,Endogenous,1,1,34,5,4.834955193,1,1,220107
EGR4,EGR4,All Targets,RNA,Endogenous,1,1,27,6,5.837758161,1,1,1961
UVRAG,UVRAG,All Targets,RNA,Endogenous,1,1,56,14,10.7832947,1,1,7405
CDKL4,CDKL4,All Targets,RNA,Endogenous,1,1,51,11,10.92114931,1,1,344387
GAPT,GAPT,All Targets,RNA,Endogenous,1,1,28,7,5.857419868,1,1,202309
SMIM30,SMIM30,All Targets,RNA,Endogenous,1,1,42,12,10.30123529,1,1,401397
DPPA3,DPPA3,All Targets,RNA,Endogenous,1,1,67,14,11.95099205,1,1,359787
SLC52A3,SLC52A3,All Targets,RNA,Endogenous,1,1,49,13,11.68525475,1,1,113278
KRT26,KRT26,All Targets,RNA,Endogenous,1,1,26,6,5.394838365,1,1,353288
AVPR1B,AVPR1B,All Targets,RNA,Endogenous,1,1,45,11,10.57057504,1,1,553
FXN,FXN,All Targets,RNA,Endogenous,1,1,91,16,14.0441273,1,1,2395
VWA1,VWA1,All Targets,RNA,Endogenous,1,1,34,8,6.172565377,1,1,64856
TAP2,TAP2,All Targets,RNA,Endogenous,1,1,393,32,32.87533007,1,1,6891
OR2S2,OR2S2,All Targets,RNA,Endogenous,1,1,83,18,15.95958597,1,1,56656
ZNF577,ZNF577,All Targets,RNA,Endogenous,1,1,39,9,8.90580983,1,1,84765
CLEC3B,CLEC3B,All Targets,RNA,Endogenous,1,1,125,10,8.888015829,1,1,7123
GAS6,GAS6,All Targets,RNA,Endogenous,1,1,82,10,8.890691417,1,1,2621
ADAM23,ADAM23,All Targets,RNA,Endogenous,1,1,30,6,5.186603772,1,1,8745
STK39,STK39,All Targets,RNA,Endogenous,1,1,79,19,15.36961162,1,1,27347
LAMB2,LAMB2,All Targets,RNA,Endogenous,1,1,101,12,10.32168489,1,1,3913
HSPD1,HSPD1,All Targets,RNA,Endogenous,1,1,128,25,24.09403751,1,1,3329
EDDM13,EDDM13,All Targets,RNA,Endogenous,1,1,28,7,5.689332202,1,1,100506374
PTPMT1,PTPMT1,All Targets,RNA,Endogenous,1,1,41,10,8.719786193,1,1,114971
FAM13A,FAM13A,All Targets,RNA,Endogenous,1,1,51,10,8.344888818,1,1,10144
CYP2D6,"LOC101929829,LOC107987479,LOC107987478,CYP2D6",All Targets,RNA,Endogenous,1,1,67,14,11.84727402,1,1,1565
WSCD1,WSCD1,All Targets,RNA,Endogenous,1,1,29,6,5.485842664,1,1,23302
NDUFA11,NDUFA11,All Targets,RNA,Endogenous,1,1,77,20,16.42899705,1,1,126328
CCDC39,CCDC39,All Targets,RNA,Endogenous,1,1,19,6,4.752036698,1,1,339829
LCE2D,LCE2D,All Targets,RNA,Endogenous,1,1,49,10,8.072459464,1,1,353141
PDGFB,PDGFB,All Targets,RNA,Endogenous,1,1,73,17,15.26287107,1,1,5155
PRRT4,PRRT4,All Targets,RNA,Endogenous,1,1,37,7,6.633499968,1,1,401399
NPAS2,NPAS2,All Targets,RNA,Endogenous,1,1,102,11,9.191787559,1,1,4862
OR4D1,OR4D1,All Targets,RNA,Endogenous,1,1,21,8,6.166742833,1,1,26689
SBSN,SBSN,All Targets,RNA,Endogenous,1,1,35,7,6.57693758,1,1,374897
CPO,CPO,All Targets,RNA,Endogenous,1,1,51,12,10.06428007,1,1,130749
OR4M2,"OR4M2,OR4M1",All Targets,RNA,Endogenous,1,1,27,5,5.167229763,1,1,390538
MT1A,MT1A,All Targets,RNA,Endogenous,1,1,73,19,15.76196919,1,1,4489
TMEM154,TMEM154,All Targets,RNA,Endogenous,1,1,54,12,10.44126865,1,1,201799
NSG1,NSG1,All Targets,RNA,Endogenous,1,1,24,5,4.880292967,1,1,27065
CETP,CETP,All Targets,RNA,Endogenous,1,1,28,5,4.874225626,1,1,1071
VIT,VIT,All Targets,RNA,Endogenous,1,1,39,6,5.681233106,1,1,5212
ANKRD36,"ANKRD36,ANKRD36B",All Targets,RNA,Endogenous,1,4,218,51,44.0754409,1,1,375248
H1-6,H1-6,All Targets,RNA,Endogenous,1,1,39,7,6.517118621,1,1,3010
DNAI3,DNAI3,All Targets,RNA,Endogenous,1,1,28,7,5.585383095,1,1,126820
NTF4,NTF4,All Targets,RNA,Endogenous,1,1,21,6,5.105716134,1,1,4909
GPR21,GPR21,All Targets,RNA,Endogenous,1,1,37,8,6.252032173,1,1,2844
PPP1R12C,PPP1R12C,All Targets,RNA,Endogenous,1,3,110,23,21.06778953,1,1,54776
ADA,ADA,All Targets,RNA,Endogenous,1,1,48,9,7.893702523,1,1,100
MORN3,MORN3,All Targets,RNA,Endogenous,1,1,41,7,6.604118501,1,1,283385
B3GAT1,B3GAT1,All Targets,RNA,Endogenous,1,1,49,12,9.642821212,1,1,27087
XPO1,XPO1,All Targets,RNA,Endogenous,1,2,108,24,20.56950344,1,1,7514
LHX2,LHX2,All Targets,RNA,Endogenous,1,1,50,7,6.569337992,1,1,9355
SCARA3,SCARA3,All Targets,RNA,Endogenous,1,1,38,9,7.872354054,1,1,51435
PPP1R37,PPP1R37,All Targets,RNA,Endogenous,1,1,54,14,10.68966132,1,1,284352
METTL11B,METTL11B,All Targets,RNA,Endogenous,1,1,30,4,4.315717677,1,1,149281
CMPK2,CMPK2,All Targets,RNA,Endogenous,1,1,56,10,7.802662131,1,1,129607
RTL8B,RTL8B,All Targets,RNA,Endogenous,1,1,25,4,3.467914648,1,1,441518
ARNT2,ARNT2,All Targets,RNA,Endogenous,1,1,51,11,9.786020161,1,1,9915
TANGO2,TANGO2,All Targets,RNA,Endogenous,1,1,88,14,12.40995773,1,1,128989
TRH,TRH,All Targets,RNA,Endogenous,1,1,29,5,4.583762661,1,1,7200
CIB1,CIB1,All Targets,RNA,Endogenous,1,3,181,37,33.35783389,1,1,10519
RPL37,RPL37,All Targets,RNA,Endogenous,1,21,1041,171,167.6927756,1,1,6167
OR1L4,OR1L4,All Targets,RNA,Endogenous,1,1,28,7,6.587726985,1,1,254973
NKX2-2,NKX2-2,All Targets,RNA,Endogenous,1,1,24,5,4.786857964,1,1,4821
NF1,NF1,All Targets,RNA,Endogenous,1,1,39,10,8.471217284,1,1,4763
PCGF6,PCGF6,All Targets,RNA,Endogenous,1,1,32,7,6.455280044,1,1,84108
PPARGC1B,PPARGC1B,All Targets,RNA,Endogenous,1,1,38,7,5.795683679,1,1,133522
COX4I1,COX4I1,All Targets,RNA,Endogenous,1,1,197,42,35.13113257,1,1,1327
ARAP2,ARAP2,All Targets,RNA,Endogenous,1,1,113,23,19.04162337,1,1,116984
HCRTR2,HCRTR2,All Targets,RNA,Endogenous,1,1,31,7,5.990473455,1,1,3062
HEBP2,HEBP2,All Targets,RNA,Endogenous,1,1,72,11,9.122741927,1,1,23593
SAV1,SAV1,All Targets,RNA,Endogenous,1,1,19,7,5.370109437,1,1,60485
NUDT4,NUDT4,All Targets,RNA,Endogenous,1,1,41,10,8.130186644,1,1,11163
SLC10A4,SLC10A4,All Targets,RNA,Endogenous,1,1,12,3,2.781908476,1,1,201780
PSMC3,PSMC3,All Targets,RNA,Endogenous,1,1,78,18,16.12417834,1,1,5702
EMC10,EMC10,All Targets,RNA,Endogenous,1,1,116,29,22.18492716,1,1,284361
RTL8A,RTL8A,All Targets,RNA,Endogenous,1,1,46,8,7.286454495,1,1,26071
GOLT1A,GOLT1A,All Targets,RNA,Endogenous,1,1,23,6,4.855946445,1,1,127845
YAP1,YAP1,All Targets,RNA,Endogenous,1,1,85,20,18.22401862,1,1,10413
C12orf57,C12orf57,All Targets,RNA,Endogenous,1,3,160,27,23.51012738,1,1,113246
ITGB4,ITGB4,All Targets,RNA,Endogenous,1,1,344,16,20.63037717,1,1,3691
FAM187B,FAM187B,All Targets,RNA,Endogenous,1,1,21,5,4.274439793,1,1,148109
TRIO,TRIO,All Targets,RNA,Endogenous,1,1,134,18,18.12013443,1,1,7204
DTD1,DTD1,All Targets,RNA,Endogenous,1,1,60,13,10.59001324,1,1,92675
CDRT15L2,CDRT15L2,All Targets,RNA,Endogenous,1,1,39,9,7.812783534,1,1,256223
NKD1,NKD1,All Targets,RNA,Endogenous,1,1,31,6,5.501406414,1,1,85407
TLE5,TLE5,All Targets,RNA,Endogenous,1,9,542,125,104.0719253,1,1,166
ARHGEF38,ARHGEF38,All Targets,RNA,Endogenous,1,1,32,7,6.768370627,1,1,54848
PATE3,PATE3,All Targets,RNA,Endogenous,1,1,35,6,5.568676233,1,1,100169851
ZNF75A,ZNF75A,All Targets,RNA,Endogenous,1,1,26,4,4.021185387,1,1,7627
CNOT6,CNOT6,All Targets,RNA,Endogenous,1,1,95,17,15.12481069,1,1,57472
FAM89B,FAM89B,All Targets,RNA,Endogenous,1,1,128,15,12.88665313,1,1,23625
STAP2,STAP2,All Targets,RNA,Endogenous,1,1,106,13,11.33284729,1,1,55620
POLR1C,POLR1C,All Targets,RNA,Endogenous,1,1,44,8,7.15609377,1,1,9533
EIF5AL1,EIF5AL1,All Targets,RNA,Endogenous,1,1,64,8,6.648358773,1,1,143244
TINAG,TINAG,All Targets,RNA,Endogenous,1,1,25,7,6.138583328,1,1,27283
REEP5,REEP5,All Targets,RNA,Endogenous,1,1,111,26,19.32346055,1,1,7905
SPANXA2,"SPANXB1,SPANXA1,SPANXA2",All Targets,RNA,Endogenous,1,1,72,11,9.801513324,1,1,728712
ERFE,ERFE,All Targets,RNA,Endogenous,1,1,21,5,4.16287022,1,1,151176
RSPH10B2,"RSPH10B,RSPH10B2",All Targets,RNA,Endogenous,1,1,39,7,6.401353966,1,1,728194
KCNJ4,KCNJ4,All Targets,RNA,Endogenous,1,1,60,13,11.52456891,1,1,3761
